,score
16340,73
16341,185
16342,113
16343,778
16344,757
16345,94
16346,412
16347,899
16348,72
16349,729
16350,939
16351,307
16352,783
16353,704
16354,194
16355,642
16356,41
16357,33
16358,297
16359,226
16360,377
16361,401
16362,920
16363,258
16364,721
16365,547
16366,872
16367,53
16368,350
16369,276
16370,971
16371,604
16372,229
16373,675
16374,983
16375,501
16376,121
16377,626
16378,544
16379,182
16380,944
16381,18
16382,26
16383,194
16384,77
16385,966
16386,4
16387,30
16388,657
16389,918
16390,96
16391,230
16392,324
16393,28
16394,46
16395,391
16396,153
16397,975
16398,162
16399,448
16400,542
16401,691
16402,790
16403,480
16404,43
16405,828
16406,289
16407,174
16408,486
16409,876
16410,711
16411,789
16412,442
16413,891
16414,625
16415,140
16416,559
16417,3
16418,709
16419,411
16420,363
16421,505
16422,242
16423,210
16424,715
16425,469
16426,603
16427,709
16428,694
16429,400
16430,814
16431,835
16432,609
16433,452
16434,300
16435,11
16436,671
16437,735
16438,857
16439,735
16440,995
16441,775
16442,629
16443,17
16444,592
16445,708
16446,398
16447,108
16448,421
16449,85
16450,514
16451,192
16452,829
16453,534
16454,340
16455,136
16456,163
16457,697
16458,438
16459,239
16460,796
16461,713
16462,650
16463,546
16464,717
16465,935
16466,394
16467,676
16468,806
16469,966
16470,938
16471,296
16472,261
16473,370
16474,894
16475,434
16476,931
16477,690
16478,274
16479,511
16480,358
16481,193
16482,14
16483,840
16484,616
16485,303
16486,82
16487,339
16488,793
16489,828
16490,128
16491,910
16492,510
16493,526
16494,572
16495,983
16496,284
16497,3
16498,890
16499,410
16500,322
16501,876
16502,816
16503,856
16504,757
16505,976
16506,432
16507,553
16508,814
16509,352
16510,557
16511,360
16512,183
16513,786
16514,466
16515,511
16516,60
16517,431
16518,217
16519,621
16520,878
16521,207
16522,747
16523,842
16524,800
16525,753
16526,301
16527,483
16528,742
16529,673
16530,973
16531,364
16532,755
16533,7
16534,263
16535,727
16536,369
16537,486
16538,238
16539,258
16540,418
16541,391
16542,857
16543,688
16544,705
16545,469
16546,661
16547,770
16548,744
16549,50
16550,94
16551,662
16552,760
16553,981
16554,488
16555,185
16556,5
16557,298
16558,451
16559,129
16560,584
16561,875
16562,109
16563,802
16564,588
16565,122
16566,958
16567,405
16568,138
16569,875
16570,562
16571,805
16572,131
16573,536
16574,752
16575,247
16576,944
16577,149
16578,103
16579,351
16580,466
16581,77
16582,354
16583,829
16584,772
16585,727
16586,999
16587,53
16588,726
16589,275
16590,998
16591,283
16592,942
16593,427
16594,552
16595,720
16596,12
16597,786
16598,259
16599,429
16600,144
16601,774
16602,842
16603,291
16604,899
16605,353
16606,633
16607,764
16608,247
16609,861
16610,251
16611,361
16612,743
16613,907
16614,343
16615,415
16616,903
16617,587
16618,248
16619,352
16620,915
16621,967
16622,269
16623,735
16624,284
16625,798
16626,795
16627,972
16628,741
16629,781
16630,473
16631,950
16632,912
16633,20
16634,451
16635,383
16636,311
16637,386
16638,127
16639,844
16640,623
16641,408
16642,421
16643,920
16644,888
16645,942
16646,443
16647,476
16648,983
16649,20
16650,661
16651,440
16652,870
16653,837
16654,643
16655,737
16656,465
16657,452
16658,703
16659,651
16660,788
16661,923
16662,2
16663,584
16664,782
16665,335
16666,832
16667,628
16668,888
16669,377
16670,556
16671,636
16672,182
16673,609
16674,350
16675,994
16676,258
16677,244
16678,96
16679,956
16680,798
16681,261
16682,82
16683,72
16684,950
16685,520
16686,74
16687,41
16688,363
16689,670
16690,761
16691,486
16692,744
16693,959
16694,45
16695,614
16696,905
16697,666
16698,489
16699,956
16700,531
16701,547
16702,354
16703,778
16704,411
16705,81
16706,754
16707,869
16708,210
16709,230
16710,251
16711,552
16712,519
16713,954
16714,345
16715,365
16716,680
16717,877
16718,181
16719,778
16720,757
16721,492
16722,734
16723,14
16724,128
16725,492
16726,369
16727,296
16728,625
16729,907
16730,437
16731,637
16732,434
16733,331
16734,701
16735,495
16736,442
16737,270
16738,106
16739,352
16740,777
16741,436
16742,236
16743,879
16744,774
16745,366
16746,936
16747,452
16748,582
16749,730
16750,478
16751,274
16752,898
16753,682
16754,641
16755,343
16756,105
16757,263
16758,249
16759,645
16760,983
16761,621
16762,141
16763,837
16764,498
16765,797
16766,948
16767,153
16768,402
16769,460
16770,259
16771,527
16772,487
16773,124
16774,327
16775,741
16776,984
16777,90
16778,830
16779,330
16780,395
16781,46
16782,510
16783,303
16784,92
16785,942
16786,234
16787,707
16788,668
16789,34
16790,678
16791,80
16792,140
16793,4
16794,841
16795,465
16796,756
16797,722
16798,312
16799,621
16800,920
16801,673
16802,286
16803,83
16804,405
16805,604
16806,425
16807,298
16808,681
16809,86
16810,426
16811,30
16812,361
16813,566
16814,615
16815,528
16816,696
16817,337
16818,49
16819,61
16820,152
16821,904
16822,339
16823,906
16824,217
16825,109
16826,861
16827,881
16828,250
16829,601
16830,273
16831,975
16832,516
16833,486
16834,455
16835,258
16836,587
16837,549
16838,199
16839,555
16840,504
16841,919
16842,332
16843,942
16844,445
16845,861
16846,824
16847,465
16848,4
16849,443
16850,880
16851,23
16852,391
16853,378
16854,448
16855,946
16856,78
16857,11
16858,714
16859,896
16860,687
16861,694
16862,708
16863,20
16864,245
16865,670
16866,536
16867,80
16868,217
16869,21
16870,940
16871,474
16872,186
16873,968
16874,263
16875,739
16876,955
16877,684
16878,398
16879,755
16880,216
16881,985
16882,424
16883,820
16884,19
16885,439
16886,412
16887,111
16888,587
16889,556
16890,404
16891,565
16892,617
16893,793
16894,31
16895,629
16896,12
16897,896
16898,41
16899,142
16900,634
16901,262
16902,941
16903,307
16904,105
16905,888
16906,590
16907,38
16908,716
16909,41
16910,380
16911,44
16912,620
16913,28
16914,12
16915,671
16916,234
16917,782
16918,128
16919,213
16920,684
16921,728
16922,26
16923,197
16924,677
16925,439
16926,13
16927,448
16928,186
16929,187
16930,585
16931,133
16932,657
16933,72
16934,263
16935,277
16936,36
16937,476
16938,88
16939,819
16940,56
16941,688
16942,260
16943,517
16944,391
16945,573
16946,443
16947,243
16948,364
16949,670
16950,164
16951,742
16952,99
16953,561
16954,770
16955,162
16956,709
16957,154
16958,523
16959,223
16960,34
16961,358
16962,93
16963,139
16964,886
16965,419
16966,887
16967,534
16968,887
16969,832
16970,149
16971,218
16972,330
16973,80
16974,402
16975,273
16976,14
16977,725
16978,119
16979,273
16980,694
16981,999
16982,907
16983,551
16984,348
16985,251
16986,440
16987,270
16988,266
16989,932
16990,25
16991,385
16992,438
16993,421
16994,412
16995,680
16996,890
16997,619
16998,678
16999,0
17000,721
17001,450
17002,226
17003,516
17004,289
17005,31
17006,632
17007,72
17008,378
17009,922
17010,792
17011,519
17012,805
17013,216
17014,696
17015,988
17016,822
17017,414
17018,188
17019,295
17020,320
17021,597
17022,517
17023,770
17024,112
17025,507
17026,23
17027,777
17028,219
17029,160
17030,165
17031,600
17032,855
17033,559
17034,225
17035,588
17036,127
17037,397
17038,246
17039,106
17040,571
17041,681
17042,503
17043,657
17044,293
17045,254
17046,7
17047,923
17048,958
17049,835
17050,593
17051,965
17052,35
17053,446
17054,387
17055,255
17056,608
17057,379
17058,309
17059,665
17060,969
17061,209
17062,98
17063,60
17064,644
17065,913
17066,559
17067,835
17068,20
17069,696
17070,897
17071,982
17072,827
17073,166
17074,402
17075,31
17076,718
17077,629
17078,588
17079,140
17080,70
17081,980
17082,458
17083,231
17084,195
17085,212
17086,791
17087,176
17088,642
17089,862
17090,552
17091,91
17092,79
17093,858
17094,130
17095,351
17096,918
17097,453
17098,764
17099,465
17100,364
17101,453
17102,770
17103,348
17104,774
17105,413
17106,984
17107,711
17108,528
17109,659
17110,529
17111,596
17112,793
17113,529
17114,228
17115,561
17116,373
17117,743
17118,481
17119,220
17120,235
17121,210
17122,59
17123,862
17124,458
17125,492
17126,878
17127,449
17128,630
17129,783
17130,782
17131,508
17132,554
17133,529
17134,613
17135,800
17136,985
17137,686
17138,328
17139,399
17140,212
17141,282
17142,218
17143,565
17144,641
17145,894
17146,27
17147,488
17148,76
17149,753
17150,217
17151,718
17152,857
17153,617
17154,463
17155,468
17156,556
17157,964
17158,578
17159,755
17160,927
17161,946
17162,467
17163,0
17164,315
17165,251
17166,485
17167,565
17168,917
17169,896
17170,613
17171,985
17172,379
17173,68
17174,382
17175,735
17176,663
17177,870
17178,281
17179,656
17180,561
17181,938
17182,405
17183,987
17184,467
17185,527
17186,165
17187,526
17188,742
17189,415
17190,761
17191,473
17192,266
17193,878
17194,721
17195,957
17196,238
17197,744
17198,441
17199,529
17200,513
17201,529
17202,690
17203,743
17204,652
17205,420
17206,253
17207,681
17208,658
17209,976
17210,239
17211,573
17212,306
17213,242
17214,749
17215,621
17216,128
17217,933
17218,414
17219,710
17220,51
17221,233
17222,357
17223,54
17224,88
17225,176
17226,924
17227,743
17228,789
17229,17
17230,503
17231,972
17232,119
17233,757
17234,741
17235,853
17236,786
17237,617
17238,205
17239,287
17240,100
17241,164
17242,2
17243,891
17244,865
17245,109
17246,905
17247,331
17248,229
17249,585
17250,561
17251,750
17252,918
17253,582
17254,255
17255,890
17256,639
17257,209
17258,618
17259,95
17260,10
17261,159
17262,502
17263,422
17264,348
17265,459
17266,47
17267,781
17268,946
17269,969
17270,614
17271,526
17272,922
17273,239
17274,841
17275,27
17276,239
17277,177
17278,663
17279,41
17280,731
17281,215
17282,522
17283,207
17284,571
17285,576
17286,325
17287,361
17288,276
17289,242
17290,497
17291,512
17292,639
17293,874
17294,934
17295,287
17296,564
17297,87
17298,618
17299,806
17300,456
17301,977
17302,869
17303,68
17304,529
17305,463
17306,151
17307,637
17308,59
17309,84
17310,208
17311,157
17312,826
17313,980
17314,547
17315,834
17316,255
17317,447
17318,108
17319,687
17320,779
17321,341
17322,184
17323,236
17324,766
17325,768
17326,379
17327,564
17328,897
17329,868
17330,114
17331,18
17332,93
17333,649
17334,916
17335,278
17336,283
17337,518
17338,835
17339,918
17340,817
17341,573
17342,140
17343,153
17344,475
17345,921
17346,932
17347,14
17348,752
17349,381
17350,945
17351,654
17352,230
17353,179
17354,828
17355,84
17356,304
17357,66
17358,63
17359,238
17360,590
17361,60
17362,890
17363,764
17364,990
17365,553
17366,156
17367,801
17368,625
17369,627
17370,902
17371,220
17372,878
17373,397
17374,679
17375,868
17376,468
17377,987
17378,175
17379,797
17380,166
17381,942
17382,224
17383,203
17384,805
17385,646
17386,326
17387,291
17388,872
17389,919
17390,651
17391,673
17392,291
17393,191
17394,885
17395,670
17396,306
17397,781
17398,311
17399,790
17400,660
17401,284
17402,354
17403,35
17404,673
17405,889
17406,615
17407,128
17408,550
17409,29
17410,12
17411,222
17412,880
17413,985
17414,469
17415,384
17416,759
17417,630
17418,843
17419,94
17420,575
17421,218
17422,995
17423,22
17424,522
17425,846
17426,493
17427,152
17428,194
17429,615
17430,331
17431,552
17432,815
17433,259
17434,69
17435,944
17436,196
17437,122
17438,855
17439,274
17440,56
17441,636
17442,26
17443,466
17444,115
17445,901
17446,976
17447,11
17448,653
17449,160
17450,430
17451,819
17452,105
17453,738
17454,232
17455,583
17456,691
17457,175
17458,189
17459,341
17460,765
17461,119
17462,692
17463,681
17464,50
17465,687
17466,461
17467,586
17468,756
17469,887
17470,237
17471,370
17472,180
17473,875
17474,544
17475,528
17476,164
17477,967
17478,593
17479,113
17480,690
17481,633
17482,559
17483,569
17484,103
17485,17
17486,243
17487,690
17488,847
17489,645
17490,711
17491,222
17492,49
17493,818
17494,629
17495,164
17496,505
17497,782
17498,882
17499,703
17500,6
17501,765
17502,572
17503,372
17504,403
17505,110
17506,975
17507,667
17508,566
17509,264
17510,629
17511,547
17512,85
17513,201
17514,543
17515,141
17516,974
17517,760
17518,610
17519,62
17520,675
17521,867
17522,967
17523,815
17524,647
17525,992
17526,48
17527,893
17528,160
17529,677
17530,87
17531,928
17532,186
17533,918
17534,990
17535,406
17536,137
17537,999
17538,857
17539,341
17540,762
17541,226
17542,26
17543,433
17544,791
17545,347
17546,635
17547,961
17548,99
17549,423
17550,320
17551,518
17552,232
17553,627
17554,48
17555,755
17556,960
17557,994
17558,645
17559,418
17560,540
17561,113
17562,292
17563,715
17564,72
17565,906
17566,206
17567,348
17568,868
17569,223
17570,621
17571,777
17572,791
17573,8
17574,648
17575,208
17576,560
17577,899
17578,565
17579,291
17580,883
17581,767
17582,705
17583,875
17584,91
17585,98
17586,483
17587,960
17588,465
17589,668
17590,470
17591,658
17592,669
17593,370
17594,737
17595,932
17596,978
17597,102
17598,708
17599,863
17600,664
17601,913
17602,28
17603,659
17604,781
17605,115
17606,499
17607,663
17608,714
17609,417
17610,809
17611,526
17612,946
17613,622
17614,490
17615,24
17616,309
17617,320
17618,353
17619,244
17620,382
17621,34
17622,564
17623,373
17624,754
17625,509
17626,891
17627,879
17628,283
17629,589
17630,167
17631,451
17632,933
17633,882
17634,313
17635,517
17636,269
17637,140
17638,542
17639,689
17640,21
17641,325
17642,712
17643,797
17644,153
17645,288
17646,195
17647,904
17648,873
17649,554
17650,60
17651,765
17652,563
17653,95
17654,795
17655,437
17656,522
17657,59
17658,811
17659,891
17660,490
17661,85
17662,159
17663,45
17664,63
17665,583
17666,109
17667,115
17668,831
17669,279
17670,654
17671,28
17672,916
17673,886
17674,387
17675,566
17676,325
17677,274
17678,901
17679,805
17680,424
17681,316
17682,660
17683,315
17684,518
17685,709
17686,932
17687,86
17688,35
17689,845
17690,327
17691,847
17692,496
17693,891
17694,783
17695,532
17696,992
17697,547
17698,291
17699,781
17700,924
17701,363
17702,286
17703,69
17704,725
17705,210
17706,337
17707,916
17708,452
17709,455
17710,825
17711,997
17712,786
17713,201
17714,288
17715,764
17716,836
17717,195
17718,740
17719,428
17720,212
17721,10
17722,247
17723,471
17724,665
17725,161
17726,457
17727,662
17728,868
17729,514
17730,621
17731,967
17732,601
17733,726
17734,437
17735,921
17736,310
17737,441
17738,273
17739,891
17740,39
17741,19
17742,440
17743,148
17744,56
17745,752
17746,943
17747,293
17748,625
17749,375
17750,556
17751,753
17752,347
17753,468
17754,235
17755,200
17756,204
17757,578
17758,679
17759,58
17760,697
17761,412
17762,203
17763,664
17764,820
17765,296
17766,737
17767,38
17768,65
17769,855
17770,374
17771,102
17772,316
17773,329
17774,936
17775,542
17776,729
17777,768
17778,259
17779,253
17780,101
17781,33
17782,401
17783,599
17784,661
17785,767
17786,411
17787,709
17788,402
17789,427
17790,72
17791,906
17792,926
17793,788
17794,987
17795,654
17796,714
17797,753
17798,72
17799,166
17800,842
17801,878
17802,641
17803,824
17804,849
17805,717
17806,72
17807,535
17808,535
17809,653
17810,21
17811,821
17812,573
17813,917
17814,672
17815,374
17816,69
17817,601
17818,673
17819,333
17820,137
17821,34
17822,311
17823,837
17824,258
17825,948
17826,10
17827,237
17828,146
17829,152
17830,283
17831,157
17832,959
17833,731
17834,936
17835,661
17836,106
17837,185
17838,240
17839,320
17840,310
17841,993
17842,624
17843,873
17844,688
17845,890
17846,47
17847,407
17848,74
17849,67
17850,814
17851,954
17852,631
17853,622
17854,907
17855,176
17856,303
17857,82
17858,554
17859,561
17860,6
17861,576
17862,553
17863,566
17864,460
17865,375
17866,641
17867,622
17868,401
17869,537
17870,327
17871,968
17872,453
17873,807
17874,321
17875,433
17876,330
17877,332
17878,215
17879,846
17880,959
17881,237
17882,566
17883,781
17884,293
17885,80
17886,887
17887,684
17888,503
17889,941
17890,775
17891,132
17892,759
17893,69
17894,614
17895,759
17896,943
17897,235
17898,968
17899,416
17900,154
17901,327
17902,375
17903,444
17904,869
17905,250
17906,408
17907,196
17908,34
17909,649
17910,641
17911,932
17912,196
17913,284
17914,157
17915,374
17916,523
17917,465
17918,250
17919,622
17920,47
17921,79
17922,620
17923,50
17924,264
17925,301
17926,355
17927,10
17928,838
17929,519
17930,932
17931,246
17932,632
17933,586
17934,446
17935,915
17936,796
17937,733
17938,189
17939,512
17940,200
17941,60
17942,25
17943,937
17944,44
17945,796
17946,487
17947,68
17948,36
17949,298
17950,115
17951,650
17952,614
17953,338
17954,452
17955,364
17956,345
17957,998
17958,505
17959,792
17960,909
17961,256
17962,823
17963,177
17964,628
17965,440
17966,397
17967,602
17968,250
17969,532
17970,981
17971,961
17972,912
17973,314
17974,680
17975,490
17976,927
17977,42
17978,878
17979,11
17980,521
17981,102
17982,483
17983,787
17984,484
17985,994
17986,914
17987,750
17988,537
17989,320
17990,662
17991,461
17992,947
17993,288
17994,418
17995,105
17996,783
17997,768
17998,679
17999,898
18000,171
18001,814
18002,802
18003,167
18004,659
18005,728
18006,925
18007,225
18008,899
18009,625
18010,506
18011,429
18012,890
18013,476
18014,336
18015,732
18016,488
18017,661
18018,318
18019,212
18020,404
18021,684
18022,609
18023,636
18024,246
18025,646
18026,468
18027,40
18028,744
18029,416
18030,527
18031,899
18032,501
18033,920
18034,638
18035,191
18036,297
18037,358
18038,4
18039,714
18040,547
18041,618
18042,558
18043,462
18044,764
18045,694
18046,377
18047,238
18048,626
18049,300
18050,484
18051,346
18052,123
18053,39
18054,522
18055,436
18056,724
18057,557
18058,582
18059,784
18060,27
18061,872
18062,623
18063,338
18064,942
18065,965
18066,937
18067,646
18068,940
18069,507
18070,30
18071,880
18072,22
18073,341
18074,161
18075,475
18076,399
18077,307
18078,508
18079,940
18080,130
18081,161
18082,791
18083,351
18084,22
18085,712
18086,936
18087,979
18088,275
18089,119
18090,622
18091,41
18092,453
